Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"and what happens afterwards? we defeat the dead, we destroy cersei. what happens then?",happens afterwards defeat dead destroy cersei happens,"['happens', 'afterwards', 'defeat', 'dead', 'destroy', 'cersei', 'happens']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i take the iron throne.,take iron throne,"['take', 'iron', 'throne']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"what about the north? it was taken from us, and we took it back. and we said we would never bow to anyone else again. what about the north?",north taken u took back said would never bow anyone else north,"['north', 'taken', 'u', 'took', 'back', 'said', 'would', 'never', 'bow', 'anyone', 'else', 'north']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,wolkan,"apologies, my lady. your grace.",apology lady grace,"['apology', 'lady', 'grace']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,what is it?,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,my queen.,queen,['queen']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,your sister?,sister,['sister']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,"she only has a few ships, and she could not sail them here. so, she is sailing to the iron islands instead, to take them back in your name.",ship could sail sailing iron island instead take back name,"['ship', 'could', 'sail', 'sailing', 'iron', 'island', 'instead', 'take', 'back', 'name']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,but why are not you with her?,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,"i want to fight for winterfell, lady sansa, if you will have me.",want fight winterfell lady sansa,"['want', 'fight', 'winterfell', 'lady', 'sansa']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,man,"milord, we are not soldiers.",milord soldier,"['milord', 'soldier']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,davos,"you are now. look, i made it through most of my years without ever getting near a fight, but then i survived the battle of the bastards. right outside these walls. if i can live through that, you can live through this. they will outfit you with weapons at the forge. right that way.",look made year without ever getting near fight survived battle bastard right outside wall live live outfit weapon forge right way,"['look', 'made', 'year', 'without', 'ever', 'getting', 'near', 'fight', 'survived', 'battle', 'bastard', 'right', 'outside', 'wall', 'live', 'live', 'outfit', 'weapon', 'forge', 'right', 'way']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,man,thank you.,thank,['thank']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gilly,"when the time comes, you will be down in the crypts.",time come crypt,"['time', 'come', 'crypt']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gilly,they are the safest place to be. through that archway right over there.,safest place archway right,"['safest', 'place', 'archway', 'right']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,woman,thank you.,thank,['thank']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,teela,which way should i go?,way go,"['way', 'go']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,davos,which way do you want to go?,way want go,"['way', 'want', 'go']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,teela,all the children will be going below when the time comes.,child going time come,"['child', 'going', 'time', 'come']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,teela,but both me brothers  soldiers. i want to fight too.,brother soldier want fight,"['brother', 'soldier', 'want', 'fight']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gilly,"that is good to hear. i am going to be in the crypt with my son, and i would feel a lot better with you down there to protect us.",good hear going crypt son would feel lot better protect u,"['good', 'hear', 'going', 'crypt', 'son', 'would', 'feel', 'lot', 'better', 'protect', 'u']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,davos,i am sure a lot of people would.,sure lot people would,"['sure', 'lot', 'people', 'would']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,teela,"all right. i will defend the crypt, then.",right defend crypt,"['right', 'defend', 'crypt']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,my little crow.,little crow,"['little', 'crow']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,i thought we would lost you.,thought would lost,"['thought', 'would', 'lost']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,almost.,almost,['almost']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,how did you find each other?,find,['find']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,edd,we met up at the last hearth.,met last hearth,"['met', 'last', 'hearth']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,the dead got there first.,dead got first,"['dead', 'got', 'first']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,the umbers?,umber,['umber']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,beric,fighting for the night king now.,fighting night king,"['fighting', 'night', 'king']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,we had to travel around them to get here. whoever's not here now is with them.,travel around get whoever's,"['travel', 'around', 'get', ""whoever's""]"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,how long do we have?,long,['long']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,before the sun comes up tomorrow.,sun come tomorrow,"['sun', 'come', 'tomorrow']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,the big woman still here?,big woman still,"['big', 'woman', 'still']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,they are coming.,coming,['coming']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,we have dragonglass and valyrian steel.,dragonglass valyrian steel,"['dragonglass', 'valyrian', 'steel']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,but there are too many of them.,many,['many']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,far too many.,far many,"['far', 'many']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,our enemy does not tire.,enemy tire,"['enemy', 'tire']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,does not stop. does not feel.,stop feel,"['stop', 'feel']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,we can not beat them in a straight fight.,beat straight fight,"['beat', 'straight', 'fight']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"so, what can we do?",,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,the night king made them all. they follow his command. if he falls getting to him may be our best chance.,night king made follow command fall getting may best chance,"['night', 'king', 'made', 'follow', 'command', 'fall', 'getting', 'may', 'best', 'chance']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"if that is true, he will never expose himself.",true never expose,"['true', 'never', 'expose']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,"yes, he will.",yes,['yes']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,"he will come for me. he is tried before, many times, with many three-eyed ravens.",come tried many time many three eyed raven,"['come', 'tried', 'many', 'time', 'many', 'three', 'eyed', 'raven']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,why? what does he want?,want,['want']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,"an endless night. he wants to erase this world, and i am  memory.",endless night want erase world memory,"['endless', 'night', 'want', 'erase', 'world', 'memory']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"that is what death is, is not it? forgetting. being forgotten. if we forget where we have been and what we have done, we are not men anymore. just animals. your memories do not come from books. your stories are not just stories. if i wanted to erase the world of men, i would start with you.",death forgetting forgotten forget done men anymore animal memory come book story story wanted erase world men would start,"['death', 'forgetting', 'forgotten', 'forget', 'done', 'men', 'anymore', 'animal', 'memory', 'come', 'book', 'story', 'story', 'wanted', 'erase', 'world', 'men', 'would', 'start']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,how will he find you?,find,['find']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,his mark is on me.,mark,['mark']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,he always knows where i am.,always know,"['always', 'know']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,"we will put you in the crypt, where it is safest.",put crypt safest,"['put', 'crypt', 'safest']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,no. we need to lure him into the open before his army destroys us all. i will wait for him in the godswood.,need lure open army destroys u wait godswood,"['need', 'lure', 'open', 'army', 'destroys', 'u', 'wait', 'godswood']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,you want us to use you as bait?,want u use bait,"['want', 'u', 'use', 'bait']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,we are not leaving you alone out there.,leaving alone,"['leaving', 'alone']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,he will not be. i will stay with him. with the ironborn. i took this castle from you. let me defend you now.,stay ironborn took castle let defend,"['stay', 'ironborn', 'took', 'castle', 'let', 'defend']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,davos,we will hold off the rest of them for as long as we can.,hold rest long,"['hold', 'rest', 'long']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"when the time comes, ser davos and i will be on the walls, to give you the signal to light the trench.",time come ser davos wall give signal light trench,"['time', 'come', 'ser', 'davos', 'wall', 'give', 'signal', 'light', 'trench']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,ser davos is perfectly capable of waving a torch on his own. you will be in the crypt.,ser davos perfectly capable waving torch crypt,"['ser', 'davos', 'perfectly', 'capable', 'waving', 'torch', 'crypt']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"your grace, i have fought before, i can do it again. alongside the men and women risking their lives.",grace fought alongside men woman risking life,"['grace', 'fought', 'alongside', 'men', 'woman', 'risking', 'life']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"there are thousands of them and only one of you. you can not fight as  as they can, but you can think better than any of them. you are here because of your mind. if we survive, i will need it.",thousand one fight think better mind survive need,"['thousand', 'one', 'fight', 'think', 'better', 'mind', 'survive', 'need']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,davos,the dragons should give us an edge in the field.,dragon give u edge field,"['dragon', 'give', 'u', 'edge', 'field']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,"if they are in the field, they are not protecting bran. we need to be near him. not too near, or the night king will not come. but close enough to pursue him when he does.",field protecting bran need near near night king come close enough pursue,"['field', 'protecting', 'bran', 'need', 'near', 'near', 'night', 'king', 'come', 'close', 'enough', 'pursue']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,dragonfire will stop him?,dragonfire stop,"['dragonfire', 'stop']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,i do not know. no one's ever tried.,know one's ever tried,"['know', ""one's"", 'ever', 'tried']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,we are all going to die.,going die,"['going', 'die']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tormund,but at least we die together.,least die together,"['least', 'die', 'together']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,let us get some rest.,let u get rest,"['let', 'u', 'get', 'rest']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,your grace.,grace,['grace']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,do you need help?,need help,"['need', 'help']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,no.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,you have had a strange journey.,strange journey,"['strange', 'journey']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,stranger than most.,stranger,['stranger']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,i would like to hear about it.,would like hear,"['would', 'like', 'hear']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,it is a long story.,long story,"['long', 'story']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"if only we  trapped in a castle, in the middle of winter, with nowhere to go.",trapped castle middle winter nowhere go,"['trapped', 'castle', 'middle', 'winter', 'nowhere', 'go']"
